Epoch, l_theta, l_f, l_top, l_bottom, weight_f, weight_flux
0, 0.09493142307191184, 5.285269376951205e-06, 0.00014408970895559998, 1.022605928765711, 100.0, 1e-05
1, 0.08993802500932091, 8.103264507874617e-06, 0.00014417948783285173, 1.022392591887948, 100.0, 1e-05
2, 0.08494072874848427, 1.1664865288762514e-05, 0.00014428446974034927, 1.022164845253209, 100.0, 1e-05
3, 0.07991681630571135, 1.4829993859881462e-05, 0.00014441081884073513, 1.0219183197759665, 100.0, 1e-05
4, 0.0748442939905812, 1.7155913479029687e-05, 0.00014457271381538339, 1.0216456552008184, 100.0, 1e-05
5, 0.06972724099220405, 1.832035860351945e-05, 0.00014478580083151282, 1.0213397803657183, 100.0, 1e-05
6, 0.06459170553560176, 1.806565799159704e-05, 0.00014506571829079544, 1.0209951595045588, 100.0, 1e-05
7, 0.05946606833565585, 1.6365608444158063e-05, 0.00014543019778863873, 1.0206049783596542, 100.0, 1e-05
8, 0.05437815107400368, 1.352152905359721e-05, 0.0001459003763267393, 1.0201597867392334, 100.0, 1e-05
9, 0.049359576053428764, 1.0261003133929111e-05, 0.00014650128720243645, 1.0196469580653178, 100.0, 1e-05
10, 0.04444732958725259, 7.933309842412119e-06, 0.00014726082616558158, 1.0190480004725122, 100.0, 1e-05
11, 0.03968273658107694, 8.729070327163845e-06, 0.0001482072402863644, 1.0183297467670838, 100.0, 1e-05
12, 0.03511425844517139, 1.5450977411935367e-05, 0.00014937624640510203, 1.0174217026527366, 100.0, 1e-05
13, 0.030820234142307983, 2.9913099944385955e-05, 0.00015076907092330182, 1.016199211135083, 100.0, 1e-05
14, 0.02693845409095312, 5.0610574364566086e-05, 0.00015229879811487954, 1.0145412331946357, 100.0, 1e-05
15, 0.023639032366214726, 7.035230195224525e-05, 0.00015377463228507358, 1.0124431006764527, 100.0, 1e-05
16, 0.021016377069757806, 7.959996389680009e-05, 0.0001549463195769827, 1.0101159511418902, 100.0, 1e-05
17, 0.019003452461914927, 7.547691517353225e-05, 0.0001557226847823753, 1.0078897315556183, 100.0, 1e-05
18, 0.017454574956136316, 6.293850280015957e-05, 0.00015617364214199164, 1.0060502146092227, 100.0, 1e-05
19, 0.016235478110966352, 4.808754650624641e-05, 0.0001564174518219393, 1.0047637296759233, 100.0, 1e-05
20, 0.015238207148028031, 3.4478516187615354e-05, 0.00015656200727903996, 1.004045553845574, 100.0, 1e-05
21, 0.01437425283406222, 2.338601763373719e-05, 0.0001566897474200123, 1.0037841922578352, 100.0, 1e-05
22, 0.01356883362303632, 1.5047880949936514e-05, 0.00015685713371366066, 1.0038011562765545, 100.0, 1e-05
23, 0.012757304264265846, 9.429750837267215e-06, 0.0001571005019890167, 1.0038992209576154, 100.0, 1e-05
24, 0.011884962953153262, 6.361077003231052e-06, 0.00015744341517838842, 1.003884978137487, 100.0, 1e-05
25, 0.010913429995738053, 5.35647726206794e-06, 0.00015790089983020922, 1.0035779679457626, 100.0, 1e-05
26, 0.00983344329410529, 5.552747739394107e-06, 0.0001584787558471687, 1.002822257155633, 100.0, 1e-05
27, 0.008674165199110616, 6.031606864497195e-06, 0.00015917138811312058, 1.0015016260592708, 100.0, 1e-05
28, 0.007496637806021376, 6.288297397295938e-06, 0.00015996308060479478, 0.9995468541993968, 100.0, 1e-05
29, 0.006373947090290834, 6.3707199784046176e-06, 0.00016083203937879089, 0.9969371928578435, 100.0, 1e-05
30, 0.005370936866246783, 6.616929720856551e-06, 0.0001617535992566369, 0.9937096901819541, 100.0, 1e-05
31, 0.00453134840890935, 7.283984465780284e-06, 0.00016270137041792172, 0.989978250838938, 100.0, 1e-05
32, 0.0038734198768844517, 8.336646923219468e-06, 0.0001636469197078818, 0.9859484984317908, 100.0, 1e-05
33, 0.0033921433262643946, 9.474413410954329e-06, 0.0001645589311804417, 0.9819082496594456, 100.0, 1e-05
34, 0.003065632242366232, 1.03182979556762e-05, 0.00016540290243623824, 0.978181755749036, 100.0, 1e-05
35, 0.002862951166199122, 1.0618135747170741e-05, 0.00016614233357314435, 0.9750563913731255, 100.0, 1e-05
36, 0.00275120169056964, 1.036516038201729e-05, 0.00016674194886884174, 0.9727084469804197, 100.0, 1e-05
37, 0.0027006279811444215, 9.756068626321996e-06, 0.00016717287793868593, 0.971157938795152, 100.0, 1e-05
38, 0.002687483037237132, 9.035530365652193e-06, 0.00016741894323917686, 0.9702715519851893, 100.0, 1e-05
39, 0.0026949348271972855, 8.332404838919889e-06, 0.0001674821919590712, 0.9698144734257822, 100.0, 1e-05
40, 0.0027124451597128943, 7.622616665110759e-06, 0.0001673846891502793, 0.9695316284405375, 100.0, 1e-05
41, 0.002734154179241261, 6.8346905323628926e-06, 0.00016716402453490362, 0.9692239717314634, 100.0, 1e-05
42, 0.0027569643341245273, 5.971099995772801e-06, 0.0001668636889008273, 0.9687896728498157, 100.0, 1e-05
43, 0.0027789778730553123, 5.128985669293358e-06, 0.00016652327408425355, 0.968224532007535, 100.0, 1e-05
44, 0.0027985982126551147, 4.43153545132589e-06, 0.0001661727290990006, 0.9675967274251178, 100.0, 1e-05
45, 0.002814244196161622, 3.952387523512948e-06, 0.00016583128040568778, 0.9670129520690681, 100.0, 1e-05
46, 0.0028244578568948986, 3.687564157106661e-06, 0.00016550925474719845, 0.9665859970327833, 100.0, 1e-05
47, 0.002828172955615724, 3.575303499304898e-06, 0.0001652108528825304, 0.9664087767872015, 100.0, 1e-05
48, 0.0028249646507316458, 3.5361769239868416e-06, 0.00016493669201726843, 0.9665375431040845, 100.0, 1e-05
49, 0.0028151751230181287, 3.507145904258463e-06, 0.00016468567468847436, 0.9669851786860593, 100.0, 1e-05
50, 0.002799881942032052, 3.457163963596773e-06, 0.00016445616650984825, 0.9677233695055997, 100.0, 1e-05
51, 0.0027807279773195102, 3.3847251640276385e-06, 0.00016424663131377055, 0.9686909729224854, 100.0, 1e-05
52, 0.0027596588523467643, 3.3043565409617144e-06, 0.00016405589599083578, 0.9698055940948096, 100.0, 1e-05
53, 0.0027386238989492726, 3.2304701168338873e-06, 0.0001638831838892906, 0.970975959432316, 100.0, 1e-05
54, 0.0027192984337580327, 3.165659991507696e-06, 0.0001637280131770937, 0.9721134852101931, 100.0, 1e-05
55, 0.0027028806696299305, 3.0977314337053133e-06, 0.000163590026588974, 0.9731420416183831, 100.0, 1e-05
56, 0.0026900007843447048, 3.0057989843593374e-06, 0.00016346880519015796, 0.9740052261324368, 100.0, 1e-05
57, 0.0026807497860281046, 2.8715157954808112e-06, 0.00016336371312731385, 0.9746706499776807, 100.0, 1e-05
58, 0.0026748000519086937, 2.6889381089550093e-06, 0.00016327381030443246, 0.9751310107589497, 100.0, 1e-05
59, 0.0026715656436173876, 2.4676067584030823e-06, 0.00016319784921916655, 0.9754021178897865, 100.0, 1e-05
60, 0.002670351984832182, 2.227735833126778e-06, 0.00016313434658309946, 0.9755184153776739, 100.0, 1e-05
61, 0.0026704669266401785, 1.990997060370198e-06, 0.0001630817013003723, 0.9755267639052805, 100.0, 1e-05
62, 0.002671290909908545, 1.7722660578135901e-06, 0.00016303832443716537, 0.9754793050563494, 100.0, 1e-05
63, 0.002672317870424976, 1.5761817716158826e-06, 0.00016300275230381252, 0.9754262340879224, 100.0, 1e-05
64, 0.002673178424078598, 1.3991196754395643e-06, 0.00016297372477708892, 0.9754093043703913, 100.0, 1e-05
65, 0.0026736499546710516, 1.2344049747784566e-06, 0.0001629502221331988, 0.9754568339627827, 100.0, 1e-05
66, 0.0026736526288752053, 1.077546611950217e-06, 0.0001629314621322322, 0.97558081823219, 100.0, 1e-05
67, 0.0026732297077873756, 9.289479396499185e-07, 0.00016291686426891334, 0.9757764664847055, 100.0, 1e-05
68, 0.0026725138411677917, 7.93203741765138e-07, 0.00016290599046433913, 0.9760241394889542, 100.0, 1e-05
69, 0.0026716852832957072, 6.758589163932664e-07, 0.00016289847202446994, 0.9762933493470248, 100.0, 1e-05
70, 0.002670930382821414, 5.796892490414733e-07, 0.00016289393274368437, 0.9765482360698098, 100.0, 1e-05
71, 0.0026704078839783797, 5.027115025838833e-07, 0.00016289191864073553, 0.976753754254475, 100.0, 1e-05
72, 0.0026702268739425775, 4.3910703515504976e-07, 0.00016289184587345653, 0.976881679514737, 100.0, 1e-05
73, 0.0026704356301486543, 3.8246840897844217e-07, 0.0001628929782167821, 0.9769155022922672, 100.0, 1e-05
74, 0.0026710179885108616, 3.2927247169180685e-07, 0.0001628944418413494, 0.9768533720726083, 100.0, 1e-05
75, 0.002671894887019828, 2.803324592915216e-07, 0.00016289527725447223, 0.9767085248553723, 100.0, 1e-05
76, 0.0026729322473725073, 2.394040849762835e-07, 0.00016289451841770136, 0.9765070431891887, 100.0, 1e-05
77, 0.0026739587015127708, 2.1008977428645373e-07, 0.00016289128154870782, 0.9762832794486773, 100.0, 1e-05
78, 0.0026747947967368075, 1.9322126585481262e-07, 0.00016288484448773334, 0.9760737291359771, 100.0, 1e-05
79, 0.002675289628893483, 1.8632566206053847e-07, 0.00016287470224382987, 0.9759104886988905, 100.0, 1e-05
80, 0.0026753550769690647, 1.851898766291641e-07, 0.00016286059282255238, 0.9758155811140455, 100.0, 1e-05
81, 0.0026749860612948714, 1.8616940419677694e-07, 0.00016284249575358937, 0.9757973009270194, 100.0, 1e-05
82, 0.0026742591009939307, 1.8762277525119375e-07, 0.0001628206107559963, 0.9758493077045504, 100.0, 1e-05
83, 0.002673309164618766, 1.8969878687375994e-07, 0.00016279532467223956, 0.9759525827410622, 100.0, 1e-05
84, 0.002672292693223546, 1.9294646975630727e-07, 0.00016276717240021186, 0.97607973300199, 100.0, 1e-05
85, 0.0026713491633482194, 1.9698003097271894e-07, 0.00016273679458574396, 0.9762006456287725, 100.0, 1e-05
86, 0.0026705728362108206, 2.0023368790553827e-07, 0.00016270489349865306, 0.9762882668493694, 100.0, 1e-05
