Epoch, l_theta, l_f, l_top, l_bottom, weight_f, weight_flux
0, 0.09512638681534266, 5.163544909504284e-06, 1.4409597958282976e-06, 1.022606252195402, 10.0, 1e-07
1, 0.08939062663561874, 1.0817609634931168e-05, 1.4690490955835487e-06, 1.0223587914840921, 10.190285714285714, 1.0190285714285714e-07
2, 0.08370038876190848, 1.8157968317857764e-05, 1.497229929267132e-06, 1.0220822040295412, 10.380571428571429, 1.0380571428571428e-07
3, 0.07798513434308581, 2.6947885868640713e-05, 1.5255738754946787e-06, 1.0217624149715951, 10.570857142857143, 1.0570857142857142e-07
4, 0.07222846474086644, 3.693342777325758e-05, 1.5541728659681131e-06, 1.0213811370117716, 10.761142857142858, 1.0761142857142857e-07
5, 0.06645481852649288, 4.769288675073961e-05, 1.5831240944123184e-06, 1.020919034715314, 10.951428571428572, 1.095142857142857e-07
6, 0.06071524328856359, 5.861719155880532e-05, 1.6125327704951474e-06, 1.0203544619372074, 11.141714285714286, 1.1141714285714285e-07
7, 0.05506891843087247, 6.905986650590887e-05, 1.6425172341861067e-06, 1.0196606624277178, 11.332, 1.1332e-07
8, 0.04957348356242823, 7.840441744197051e-05, 1.673213013953926e-06, 1.0188044032318375, 11.522285714285715, 1.1522285714285713e-07
9, 0.04428191951269182, 8.609237574971172e-05, 1.7047735193158969e-06, 1.0177452318221365, 11.71257142857143, 1.1712571428571428e-07
10, 0.03924124975581668, 9.168511952972614e-05, 1.737365221017796e-06, 1.0164344572185258, 11.902857142857142, 1.1902857142857141e-07
11, 0.03449155019060791, 9.490166409939743e-05, 1.771159266041188e-06, 1.0148149443257173, 12.093142857142857, 1.2093142857142857e-07
12, 0.030065047390420634, 9.566429419987678e-05, 1.8063205381456974e-06, 1.0128214934041102, 12.283428571428571, 1.228342857142857e-07
13, 0.02598564307829154, 9.415578669738929e-05, 1.8429942817210898e-06, 1.0103820319115144, 12.473714285714285, 1.2473714285714284e-07
14, 0.022268918392424848, 9.086764960913844e-05, 1.8812901752066256e-06, 1.0074205422051163, 12.664, 1.2664e-07
15, 0.01892252366702614, 8.662020780201119e-05, 1.921267582968897e-06, 1.0038623338786206, 12.854285714285714, 1.2854285714285713e-07
16, 0.015946883328552878, 8.253561055456475e-05, 1.9629289928043683e-06, 0.9996421865445382, 13.044571428571428, 1.3044571428571427e-07
17, 0.013336100462218418, 7.994382142469225e-05, 2.006232265040787e-06, 0.9947161467465974, 13.234857142857143, 1.323485714285714e-07
18, 0.01107890044263743, 8.019287474651636e-05, 2.0511354535139668e-06, 0.9890775618815725, 13.425142857142857, 1.3425142857142856e-07
19, 0.0091594219286712, 8.428348254503344e-05, 2.097648538889655e-06, 0.982776860927386, 13.615428571428572, 1.361542857142857e-07
20, 0.007557723274444149, 9.23800236147157e-05, 2.1455979342313105e-06, 0.975942045957715, 13.805714285714286, 1.3805714285714283e-07
21, 0.006250037312472315, 0.00010370142379421077, 2.1943725685687324e-06, 0.9687933683513487, 13.996, 1.3996e-07
22, 0.005209024096763996, 0.00011654177852937968, 2.2432913441127745e-06, 0.9616440812147039, 14.186285714285713, 1.4186285714285712e-07
