Epoch, l_theta, l_f, l_top, l_bottom
0, 1.0088722472907457e-05, 2.3232980608838196e-06, 1.238710195029514e-05, 1.8485596084579183e-06
1, 1.0088710804241837e-05, 2.323177678191925e-06, 1.2387099254477032e-05, 1.84693866563293e-06
2, 1.0088669075989649e-05, 2.322997365358403e-06, 1.2387321184632215e-05, 1.8449675421597834e-06
3, 1.0087962127942523e-05, 2.322312779353716e-06, 1.2389278408657666e-05, 1.828839733767539e-06
4, 1.0087457455879905e-05, 2.322359219539392e-06, 1.2389677184682567e-05, 1.8262228498195761e-06
5, 1.0086462069051332e-05, 2.322111520508498e-06, 1.2390568679753153e-05, 1.8282519525651939e-06
6, 1.0086522104937578e-05, 2.32027703251673e-06, 1.23920246927779e-05, 1.8416245928783657e-06
7, 1.008750192131858e-05, 2.3164124971639118e-06, 1.2392348353434248e-05, 1.8649907428113235e-06
8, 1.0092283358702617e-05, 2.310467275772024e-06, 1.2389636877074706e-05, 1.904687228255436e-06
9, 1.0092353200462564e-05, 2.3072815902947643e-06, 1.2389297059387349e-05, 1.8935899387485591e-06
10, 1.0093752987068258e-05, 2.3044055333221033e-06, 1.2387481564203819e-05, 1.8793703337437998e-06
11, 1.0097291473146896e-05, 2.2987221793144455e-06, 1.238400045595356e-05, 1.8588028325830168e-06
12, 1.0102086382512558e-05, 2.290435182767611e-06, 1.2380525801894632e-05, 1.8508602523337288e-06
13, 1.010596942858787e-05, 2.2792131869944437e-06, 1.2379274104999935e-05, 1.9110947629388632e-06
14, 1.010634310269423e-05, 2.273449305025454e-06, 1.237856558800139e-05, 2.01522286318808e-06
15, 1.0105085269418414e-05, 2.2721169667338695e-06, 1.2382108648929003e-05, 2.0524148590842296e-06
16, 1.0103224131753538e-05, 2.2720001825825656e-06, 1.238447159922597e-05, 2.048830184517029e-06
17, 1.0101200263454688e-05, 2.270825903585347e-06, 1.2385124479132215e-05, 2.038273392905313e-06
18, 1.0099046643234381e-05, 2.269254268915609e-06, 1.2383374180172002e-05, 2.0122265816658447e-06
19, 1.0100847040348426e-05, 2.262170762921514e-06, 1.2382395117793577e-05, 2.068954070752326e-06
20, 1.0102246071347325e-05, 2.255215463254452e-06, 1.2380448693618354e-05, 2.403497017614788e-06
21, 1.0106093050243225e-05, 2.247667155777816e-06, 1.2380521419266935e-05, 2.651237052215282e-06
22, 1.0109226325431447e-05, 2.2395943114687187e-06, 1.238117706755322e-05, 2.5526236035982192e-06
23, 1.0117341655139542e-05, 2.226758842049175e-06, 1.2384989247266436e-05, 2.3074838378672716e-06
24, 1.0122196423783455e-05, 2.2169153774903254e-06, 1.2385567989198217e-05, 2.3870679611233777e-06
25, 1.0131334972617581e-05, 2.203928009110836e-06, 1.2388991831156336e-05, 2.675047031529176e-06
26, 1.0128771424074685e-05, 2.203760785268118e-06, 1.2387020563754426e-05, 2.7231583695595797e-06
27, 1.012667256210589e-05, 2.2040309462033457e-06, 1.2385734524892908e-05, 2.5970344215041948e-06
28, 1.0124736676875577e-05, 2.202267490526878e-06, 1.2384482205012231e-05, 2.547862266499158e-06
29, 1.0124256892316001e-05, 2.1964691467091133e-06, 1.2384328557777843e-05, 2.81174392807226e-06
30, 1.0117462444782922e-05, 2.2014074100316225e-06, 1.238179542187125e-05, 3.4625983742800773e-06
31, 1.0122550622774898e-05, 2.1831521981604295e-06, 1.2384966173747548e-05, 3.3600806982216222e-06
32, 1.0124163738217973e-05, 2.177552419965895e-06, 1.2386749267755756e-05, 3.1154928612347034e-06
33, 1.0122934512294479e-05, 2.1739492519736115e-06, 1.2387873565512523e-05, 3.225578255095134e-06
34, 1.011804989179632e-05, 2.1725656822833435e-06, 1.2387246326274226e-05, 3.493463529353587e-06
35, 1.0110436256526094e-05, 2.167086591650872e-06, 1.2385810813733256e-05, 3.87114726922614e-06
36, 1.0097229389085199e-05, 2.1740736006339517e-06, 1.2384557220880865e-05, 4.051276835543265e-06
37, 1.0095180245801062e-05, 2.1718849574236883e-06, 1.238264210343855e-05, 3.559961561215474e-06
38, 1.0093593542050302e-05, 2.1697085490619106e-06, 1.2380528860758905e-05, 3.247264669232024e-06
39, 1.0091105645075518e-05, 2.167701246535059e-06, 1.2379428077620014e-05, 3.2703556204063615e-06
40, 1.008537226451155e-05, 2.1659563335423814e-06, 1.2377856212060785e-05, 3.555102284193872e-06
41, 1.0074563020826428e-05, 2.16737791293026e-06, 1.2376301899777402e-05, 3.5391730646169827e-06
42, 1.0070477284276793e-05, 2.164153297036928e-06, 1.2374547214966972e-05, 3.4220854315951194e-06
43, 1.0065637458559116e-05, 2.1652713269801097e-06, 1.237549167055726e-05, 3.4426129934776494e-06
44, 1.006345243156317e-05, 2.164340292212612e-06, 1.2376489672410093e-05, 3.505134967728105e-06
45, 1.0061066068648529e-05, 2.162366061351476e-06, 1.2377135601728534e-05, 3.549050477678735e-06
46, 1.0058026408065768e-05, 2.1566899550930755e-06, 1.2377211753986165e-05, 3.662797636229023e-06
47, 1.0041916639587477e-05, 2.167117913228302e-06, 1.2374275183898484e-05, 4.090498455576312e-06
48, 1.0050554396896275e-05, 2.1493502072742265e-06, 1.2373889220325304e-05, 3.980368930393538e-06
49, 1.0053730058236295e-05, 2.1433236762650004e-06, 1.237311603448508e-05, 3.981944101538982e-06
50, 1.0054257656559487e-05, 2.140208634308143e-06, 1.2372769948197807e-05, 4.015136365253031e-06
51, 1.0053287767715463e-05, 2.1364651738348268e-06, 1.2371533307639499e-05, 4.101653485328659e-06
52, 1.0048434165222126e-05, 2.13433420034685e-06, 1.2371237318979495e-05, 4.3166605092658314e-06
53, 1.0044494146877695e-05, 2.134258415922162e-06, 1.2370877084601238e-05, 4.508370424023392e-06
54, 1.0041278889830127e-05, 2.1340657775007827e-06, 1.2371158598240764e-05, 4.573972151879563e-06
55, 1.0038665149750768e-05, 2.1343106830246554e-06, 1.2370559557681206e-05, 4.63321647570823e-06
56, 1.0038204071259004e-05, 2.133160109468506e-06, 1.2368790951902345e-05, 4.684072537305198e-06
57, 1.0037995442043662e-05, 2.1324222902052364e-06, 1.2368336549052775e-05, 4.663215926762741e-06
58, 1.0036051705407219e-05, 2.131302171248304e-06, 1.2365431161479162e-05, 4.582431847728275e-06
59, 1.0035137801497882e-05, 2.130991105200714e-06, 1.2364693339180635e-05, 4.529248812865668e-06
60, 1.0032318381291202e-05, 2.132793977964939e-06, 1.2365816009390002e-05, 4.49369772561056e-06
61, 1.0031427184985007e-05, 2.131120247357758e-06, 1.2365481927959929e-05, 4.537354845027224e-06
62, 1.0032042977360154e-05, 2.1282308449127753e-06, 1.2365758747056996e-05, 4.7532065434713935e-06
63, 1.0034850188866388e-05, 2.1225911619095997e-06, 1.2366379238846554e-05, 5.1546325920999976e-06
64, 1.0038096292985332e-05, 2.1173133250979136e-06, 1.2366413243025853e-05, 5.259738249987603e-06
65, 1.0044448679938595e-05, 2.1084206542865734e-06, 1.2366876646832717e-05, 5.035936338888391e-06
66, 1.0045459559611587e-05, 2.1050594058286633e-06, 1.2366018445104722e-05, 4.7738936379620726e-06
67, 1.0048152699883333e-05, 2.099247727890336e-06, 1.2365935713854262e-05, 4.790071815050482e-06
68, 1.004805584236673e-05, 2.0980906077052534e-06, 1.2365439395450181e-05, 4.915324491123297e-06
69, 1.0048877077962063e-05, 2.0963333330995406e-06, 1.2366096942419417e-05, 4.9486545326328534e-06
70, 1.0051599793391744e-05, 2.091411693945081e-06, 1.236688319230426e-05, 4.927521007744366e-06
71, 1.005718019293974e-05, 2.0818120469711237e-06, 1.2371613565257608e-05, 4.85903349504921e-06
72, 1.006146301937817e-05, 2.0730808923273056e-06, 1.2373787463372794e-05, 4.807061945395275e-06
73, 1.0063595280311245e-05, 2.066697114152754e-06, 1.2376805712065196e-05, 4.816891319473356e-06
74, 1.0062553675912555e-05, 2.064512506028727e-06, 1.2377618222069585e-05, 4.858041235064723e-06
75, 1.0059319963024029e-05, 2.0657364728359035e-06, 1.2378276524943411e-05, 4.8796760877733345e-06
76, 1.0055496284378974e-05, 2.0678045646767255e-06, 1.2378500598071189e-05, 4.9364863123078046e-06
77, 1.0051111426586996e-05, 2.069415115867059e-06, 1.2379478714953548e-05, 5.005543564248164e-06
78, 1.0045095448566876e-05, 2.0699362643926046e-06, 1.2382972432982563e-05, 5.052730722697984e-06
79, 1.0039382443744655e-05, 2.073227146863e-06, 1.2386652088421491e-05, 4.988517644297838e-06
80, 1.0042293112868317e-05, 2.067617125551909e-06, 1.2387315622910305e-05, 4.9747275256778955e-06
81, 1.0045305489786862e-05, 2.063572406265903e-06, 1.238802773001286e-05, 4.973525265112164e-06
82, 1.004697280902495e-05, 2.0608537867073516e-06, 1.2388721076019807e-05, 4.983368957628577e-06
83, 1.0050509988824348e-05, 2.052799643777063e-06, 1.2390838852959166e-05, 4.987945138677164e-06
84, 1.0055500329624622e-05, 2.041366237383497e-06, 1.2395198184930217e-05, 4.9343183663311385e-06
85, 1.005346571583125e-05, 2.0379963572972074e-06, 1.2397905789210513e-05, 4.810111212560868e-06
86, 1.0050282022989909e-05, 2.035474788347807e-06, 1.2398532741963654e-05, 4.878951560032293e-06
87, 1.0044810642796593e-05, 2.037103280445496e-06, 1.239844839457933e-05, 5.017163327338842e-06
88, 1.0041915417943285e-05, 2.0376354072169357e-06, 1.2398663556216258e-05, 5.0095208431590545e-06
89, 1.0035458737847313e-05, 2.037096566858192e-06, 1.2398809272292128e-05, 4.782795695043726e-06
90, 1.0030530547551344e-05, 2.04031067641466e-06, 1.239680961389858e-05, 4.725245134501766e-06
91, 1.0027796022382759e-05, 2.0360078686396143e-06, 1.2396886294152393e-05, 4.650207572443431e-06
92, 1.0027877025650172e-05, 2.0323965841823756e-06, 1.2396333498423557e-05, 4.697159546136377e-06
93, 1.0025381463781357e-05, 2.029741618879038e-06, 1.2394063052234739e-05, 4.73350490006196e-06
94, 1.0019296728736402e-05, 2.029548601346636e-06, 1.2390973314498624e-05, 4.5503764077776645e-06
95, 1.0014046541891778e-05, 2.031674758788148e-06, 1.2390215114508647e-05, 4.543939160506049e-06
96, 1.0006504953130493e-05, 2.0343264389945523e-06, 1.2388170135699466e-05, 4.302511685885622e-06
97, 1.0002879496914255e-05, 2.0350836433885267e-06, 1.2388033835201978e-05, 4.314130783181352e-06
