Epoch, l_theta, l_f, l_top, l_bottom
0, 0.09512638681534266, 5.163544909504286e-06, 0.00014409597958282976, 1.022606252195402
1, 0.08936537736991411, 1.0894034564372958e-05, 0.00014417494080028265, 1.022357666576375
2, 0.08365819277081, 1.8336532811894264e-05, 0.0001442500707263795, 1.022079902804773
3, 0.07792807474380409, 2.719642782903237e-05, 0.00014432899438339506, 1.021758686952619
4, 0.07215734954958843, 3.72109963970644e-05, 0.00014443030931334696, 1.0213753095323144
5, 0.06637047445594908, 4.795057701930566e-05, 0.0001445654386257974, 1.0209100240806182
6, 0.06061874202168053, 5.8809143127629356e-05, 0.00014474445686217505, 1.0203404848079072
7, 0.05496130038041247, 6.915303241240882e-05, 0.0001449779434865598, 1.0196388256790847
8, 0.0494560500763028, 7.836617989042232e-05, 0.000145277488298176, 1.0187705642813445
9, 0.044156218400149015, 8.591563251061622e-05, 0.00014565553509672037, 1.017693142895833
10, 0.03910897207033139, 9.141139451841065e-05, 0.0001461247141326956, 1.016354534641513
11, 0.03435452154787303, 9.463688189386294e-05, 0.00014669681660669584, 1.0146926072653935
12, 0.02992521975660332, 9.558710534480337e-05, 0.0001473814820457971, 1.0126349189267394
13, 0.025845079749769295, 9.451317740458855e-05, 0.00014818464532278722, 1.0100991808568465
14, 0.022129776904421437, 9.194799260634515e-05, 0.00014910676888910444, 1.0069954781960913
15, 0.01878697551239291, 8.869425432733099e-05, 0.000150141309100823, 1.0032308016955136
16, 0.015816940459086715, 8.576080713862485e-05, 0.00015127425306030978, 0.9987162130309178
17, 0.013213375050630381, 8.424038839664143e-05, 0.0001524857227598779, 0.9933772190675546
18, 0.01096433742649224, 8.512977628337141e-05, 0.00015375405754225178, 0.9871677067848486
19, 0.009053062219693247, 8.906925404138265e-05, 0.0001550603759760327, 0.9800870991926542
20, 0.007458610599919156, 9.598064626778026e-05, 0.00015638420525069128, 0.9721987527111228
21, 0.006156391493447134, 0.00010496308551986565, 0.00015768413447920618, 0.963645083767958
22, 0.00511872941230455, 0.00011465018367967525, 0.0001589103872510927, 0.9546543126938634
23, 0.004315629141766849, 0.00012341816924911435, 0.0001600306874319781, 0.9455353350275807
24, 0.0037157099163307437, 0.00012956183364359078, 0.00016102964353429967, 0.9366577216764576
25, 0.003287249724859328, 0.0001316269540394126, 0.00016190140474760034, 0.928416508592088
26, 0.0029992765535965023, 0.00012878106191753627, 0.00016264575726592583, 0.9211867729646575
27, 0.002822605653856358, 0.00012104027333795009, 0.00016326669769946357, 0.9152778738079131
28, 0.0027306960921830814, 0.00010924180450359591, 0.00016377166712185507, 0.9108982507289106
29, 0.002700228015939725, 9.477805364125059e-05, 0.00016417071488725917, 0.908138075672257
30, 0.002711372886033653, 7.921586871759267e-05, 0.00016447548522867554, 0.9069711790085306
31, 0.002747798115691586, 6.39542407179675e-05, 0.00016469814590670416, 0.9072725568536578
32, 0.0027964840962047123, 5.0021463138226305e-05, 0.00016485043917840623, 0.90884510725894
33, 0.00284743344111042, 3.802727541367533e-05, 0.0001649430129286309, 0.911449085197186
34, 0.0028933340749616307, 2.8222460345737453e-05, 0.00016498510473448105, 0.914829226388847
35, 0.0029292148087024733, 2.0601498782501766e-05, 0.00016498454496481892, 0.918736538995698
36, 0.002952112882517946, 1.5001060954241807e-05, 0.00016494797250239394, 0.9229436520708237
37, 0.0029607599802820854, 1.1173477521701612e-05, 0.0001648811421931646, 0.927253974020778
38, 0.0029552856473663547, 8.833539628735544e-06, 0.00016478922905969126, 0.9315056892442943
39, 0.0029369334652643653, 7.685578659052561e-06, 0.00016467707097821523, 0.9355719104592981
40, 0.0029077847968312174, 7.439078331737649e-06, 0.0001645493218030559, 0.9393582686902713
41, 0.002870486921622069, 7.819099876629312e-06, 0.00016441050844682366, 0.942799015582413
42, 0.0028279864326912515, 8.575055930727508e-06, 0.00016426500160628715, 0.9458524503064663
43, 0.0027832739311470286, 9.488975715225976e-06, 0.00016411692269308113, 0.9484962375137995
44, 0.0027391509067174824, 1.0382780018200228e-05, 0.00016397001808944982, 0.9507229849096295
45, 0.0026980326729086116, 1.1123341726679809e-05, 0.00016382753402814168, 0.9525363027183871
46, 0.0026618011956376832, 1.1624169538866592e-05, 0.00016369212046083454, 0.9539474629945751
47, 0.0026317183183272373, 1.1843174808825858e-05, 0.00016356578185384784, 0.9549727022399703
48, 0.0026084038751821785, 1.1776815583956564e-05, 0.00016344988028725414, 0.9556311570814786
49, 0.002591875807698836, 1.1451623480850518e-05, 0.0001633451851148373, 0.9559433849155854
50, 0.002581642224687482, 1.0914497757352127e-05, 0.00016325195619657195, 0.9559303969154196
51, 0.0025768297839462583, 1.0223151664272926e-05, 0.00016317004503999663, 0.9556131175341004
52, 0.0025763297824124326, 9.437805709218893e-06, 0.0001630989993218173, 0.9550121801765143
53, 0.002578943280476434, 8.614787885627651e-06, 0.00016303815971052677, 0.9541479705250546
54, 0.0025835092103959167, 7.802262117112067e-06, 0.00016298674215016118, 0.9530408349725156
55, 0.0025890039954558153, 7.0379569541024865e-06, 0.00016294390267191421, 0.951711380188057
56, 0.0025946067219202165, 6.34854623271253e-06, 0.00016290878477826412, 0.9501807999242584
57, 0.0025997293151576277, 5.750238177012217e-06, 0.00016288055134192487, 0.9484711759677215
58, 0.0026040156260487383, 5.250130938446402e-06, 0.0001628584039066694, 0.9466057110851754
59, 0.002607316326061222, 4.847954621345451e-06, 0.00016284159251669125, 0.9446088626061442
60, 0.0026096479052240425, 4.537909526748619e-06, 0.00016282941899396251, 0.9425063558078062
61, 0.002611144041994192, 4.310403336993866e-06, 0.00016282123614101931, 0.940325066531733
62, 0.0026120065334109452, 4.153571517338494e-06, 0.00016281644481840933, 0.9380927724371994
63, 0.002612461269217217, 4.054528672414828e-06, 0.0001628144903225265, 0.9358377818084288
64, 0.002612722804425652, 4.0003429615291406e-06, 0.0001628148590185704, 0.9335884575281468
65, 0.002612969242538128, 3.978753207700889e-06, 0.000162817075785381, 0.9313726612143319
66, 0.002613327589968556, 3.978662692049512e-06, 0.00016282070250948056, 0.929217148062622
67, 0.00261386858347762, 3.990448653822067e-06, 0.00016282533762335661, 0.9271469462014209
68, 0.0026146092477931627, 4.006125592217853e-06, 0.00016283061651331751, 0.9251847551004846
69, 0.002615521074912247, 4.0193962359893125e-06, 0.00016283621251872335, 0.9233503957820879
70, 0.0026165416618449803, 4.025618411021781e-06, 0.00016284183819870174, 0.9216603415360233
71, 0.0026175878181369746, 4.021710248712314e-06, 0.00016284724654424694, 0.9201273520249528
72, 0.0026185684772313802, 4.006010985889624e-06, 0.00016285223185090808, 0.9187602267138539
73, 0.0026193961449512936, 3.978110386221329e-06, 0.0001628566300275378, 0.9175636861386309
74, 0.002619996036687967, 3.938656683114262e-06, 0.00016286031818795124, 0.9165383822708575
75, 0.002620312450443651, 3.889150856738481e-06, 0.0001628632134448912, 0.9156810326522791
76, 0.002620312268436103, 3.831733861813652e-06, 0.0001628652708921283, 0.9149846674304413
77, 0.002619985760405664, 3.7689729102454016e-06, 0.00016286648081641482, 0.9144389741375348
78, 0.002619345071134747, 3.703652851028634e-06, 0.00016286686522445687, 0.9140307220913805
79, 0.0026184209133669352, 3.638578844152148e-06, 0.00016286647380108843, 0.9137442466230319
80, 0.002617258059646258, 3.5763966741538574e-06, 0.0001628653794346012, 0.9135619728332786
81, 0.0026159102392877883, 3.519436996804111e-06, 0.0001628636734554222, 0.9134649590841176
82, 0.002614435007892451, 3.4695894000315434e-06, 0.00016286146073681606, 0.9134334417479876
83, 0.0026128890758074295, 3.4282112762359197e-06, 0.00016285885480260047, 0.913447364665001
84, 0.00261132446910627, 3.3960750955804547e-06, 0.0001628559730783167, 0.9134868790973342
85, 0.002609785763594818, 3.373355757427878e-06, 0.00016285293240995576, 0.9135328025333571
86, 0.002608308491652998, 3.359657377044727e-06, 0.00016284984495910842, 0.9135670273145402
87, 0.0026069186865317288, 3.3540763132972892e-06, 0.00016284681456609894, 0.9135728725938129
88, 0.0026056334117417457, 3.3552947042887986e-06, 0.00016284393365403746, 0.9135353754736913
89, 0.0026044620353634627, 3.361696537876259e-06, 0.0001628412807274926, 0.9134415192393227
90, 0.002603407958271271, 3.37149663169484e-06, 0.00016283891850027362, 0.9132803983546138
91, 0.002602470494785459, 3.382872076321665e-06, 0.0001628368926681134, 0.9130433213228251
92, 0.0026016466324000243, 3.3940858559941637e-06, 0.00016283523132422373, 0.9127238536515723
93, 0.002600932457201938, 3.4035935249872988e-06, 0.00016283394499894496, 0.9123178040557651
94, 0.0026003241125396306, 3.4101258619054133e-06, 0.00016283302728912187, 0.9118231577459208
95, 0.002599818247215567, 3.41274309631764e-06, 0.00016283245602844538, 0.911239961253472
96, 0.002599411992599043, 3.4108592601812793e-06, 0.0001628321949368343, 0.9105701638025228
97, 0.002599102574204566, 3.404238087083279e-06, 0.0001628321956751453, 0.9098174207951681
98, 0.002598886704786552, 3.3929643248380838e-06, 0.00016283240022134694, 0.9089868655558461
99, 0.0025987599198188656, 3.377396087787273e-06, 0.0001628327434761874, 0.908084856070654
100, 0.002598716003947955, 3.358104821419437e-06, 0.0001628331560008373, 0.9071187040228592
101, 0.0025987466240304444, 3.335809579479446e-06, 0.00016283356678653175, 0.9060963939058987
102, 0.0025988412385055896, 3.3113117304763696e-06, 0.00016283390595733905, 0.9050263003172782
