Epoch, l_theta, l_f, l_top, l_bottom, weight_f, weight_flux
0, 0.09493142307191184, 4.9285638632771666e-06, 1.4411235342686348, 1.022606252195402, 10000000.0, 0.1
1, 0.09592108010099659, 7.1440799041062776e-09, 1.440761483215705, 1.0227864316301136, 10000000.0, 0.1
2, 0.09635796935167032, 1.941074324363515e-06, 1.440498996961908, 1.022888688146689, 10000000.0, 0.1
3, 0.09594526569217621, 2.3214640248152295e-06, 1.4405587542337122, 1.022906830200251, 10000000.0, 0.1
4, 0.09511341426583325, 1.1800830481013071e-06, 1.440734827614816, 1.0228812144017874, 10000000.0, 0.1
5, 0.09414162294887801, 2.368835533159113e-07, 1.440933941628078, 1.0228370302233034, 10000000.0, 0.1
6, 0.09318632615758572, 1.0501901969743808e-08, 1.4411133869832016, 1.0227892950198751, 10000000.0, 0.1
7, 0.09233484648805713, 2.609146170509642e-07, 1.441258963569635, 1.0227485177026199, 10000000.0, 0.1
8, 0.09162184639561628, 5.78794392403412e-07, 1.4413736500653127, 1.0227210964849307, 10000000.0, 0.1
9, 0.09104412945050015, 7.113084697469634e-07, 1.441465841320722, 1.0227089158001992, 10000000.0, 0.1
10, 0.09057835200495909, 6.26527052588957e-07, 1.4415429475171535, 1.0227102901246996, 10000000.0, 0.1
11, 0.09019421576669377, 4.206251238829324e-07, 1.4416096551074706, 1.0227217147826604, 10000000.0, 0.1
12, 0.08986182838492336, 2.0786067669858246e-07, 1.4416683507522459, 1.0227392678334752, 10000000.0, 0.1
13, 0.08955482999207919, 6.151886424310418e-08, 1.4417201753873878, 1.0227593841892653, 10000000.0, 0.1
14, 0.08925115902663547, 3.5345037572327073e-09, 1.4417659653314043, 1.0227791812028544, 10000000.0, 0.1
15, 0.08893284625135064, 1.8580270710608727e-08, 1.441806777102493, 1.0227965371570489, 10000000.0, 0.1
16, 0.08858592562853133, 7.363287843257891e-08, 1.441843959908476, 1.022810049160505, 10000000.0, 0.1
17, 0.08820095254775404, 1.3435292431176726e-07, 1.4418789032944443, 1.0228189426319898, 10000000.0, 0.1
18, 0.08777365472390337, 1.757707063169474e-07, 1.4419126651441658, 1.022822966488749, 10000000.0, 0.1
19, 0.08730484730013732, 1.867638446970686e-07, 1.4419456878347843, 1.0228222836065617, 10000000.0, 0.1
20, 0.08679942178652293, 1.6894856247473498e-07, 1.4419777422014826, 1.0228173604685495, 10000000.0, 0.1
