Epoch, l_theta, l_f, l_top, l_bottom
0, 0.09512638681534266, 5.154984799621159e-06, 0.00014409597958282976, 1.022606252195402
1, 0.08936362890604674, 1.095453465107176e-05, 0.00014417427885435156, 1.0223560858356957
2, 0.08365361736573353, 1.8568216196456417e-05, 0.00014424699243872452, 1.0220756571077816
3, 0.07791860975037002, 2.781437956119471e-05, 0.0001443242771429397, 1.0217487219210455
4, 0.07213773420367936, 3.8555113433224286e-05, 0.00014442402938214026, 1.021354187929168
5, 0.06633752356156769, 5.0378430015555076e-05, 0.00014455724053477563, 1.0208706372657137
6, 0.06057195814300951, 6.267249904457227e-05, 0.0001447338209919239, 1.0202730956520107
7, 0.05490166354032669, 7.478826774381e-05, 0.00014496425608476603, 1.0195297689022706
8, 0.049384963830784626, 8.612834490628425e-05, 0.00014526000029587774, 1.0185995104170347
9, 0.04407473867369785, 9.619165242911058e-05, 0.00014563339028225318, 1.0174293992421357
10, 0.03901789866024393, 0.00010460415711256623, 0.00014609707344485147, 1.015952448248882
11, 0.03425487799160479, 0.00011115151657265511, 0.0001466629450206531, 1.0140853081159267
12, 0.02981863172449512, 0.00011581552058214524, 0.00014734068288587405, 1.0117261021352872
13, 0.02573383115786062, 0.00011881069576015765, 0.00014813600718378817, 1.0087529095343903
14, 0.022016623079953845, 0.00012061104311531634, 0.00014904884572069396, 1.0050236150072316
15, 0.01867481873219846, 0.00012194849490156895, 0.00015007179293986548, 1.0003776742773771
16, 0.015708420501626588, 0.00012376379179887973, 0.00015118961147220594, 0.9946404489532688
17, 0.013110463323530549, 0.0001271040533786162, 0.00015238062435601242, 0.9876306165257903
18, 0.010868041509778405, 0.00013296843253727682, 0.00015362037921162487, 0.9791708054610723
19, 0.008963335891592218, 0.00014207688247258447, 0.00015488632303226478, 0.9691012472093564
20, 0.007374541354755206, 0.00015453305011643205, 0.0001561544289682504, 0.9572956004587511
21, 0.0060767007323877225, 0.0001697413309662646, 0.000157380986971234, 0.9436772986214056
22, 0.00504249566271988, 0.00018673644314354173, 0.0001585167654506792, 0.9282343024293136
23, 0.004243034089314764, 0.00020431388412869646, 0.00015953143648002893, 0.911030061201168
24, 0.0036486404093174153, 0.00022107745957340887, 0.0001604130742374457, 0.8922085815690106
25, 0.0032296334295851834, 0.00023558948202024257, 0.00016116108907355555, 0.8719921537281325
26, 0.0029570651452840717, 0.0002465937038349154, 0.0001617815807666434, 0.8506714349288608
27, 0.002803387835261713, 0.00025322558281662524, 0.00016228489748453247, 0.8285889225911643
