Epoch, l_theta, l_f, l_top, l_bottom, weight_f, weight_flux
0, 0.09512638681534266, 5.163544909504284e-06, 1.4409597958282976e-06, 1.022606252195402, 10.0, 1e-07
1, 0.08936379262474302, 1.0967438934753861e-05, 1.4443365257159043e-06, 1.0223560552161872, 10.018857142857144, 1.0018857142857142e-07
2, 0.08365379672117507, 1.8592080853898386e-05, 1.4477782025810807e-06, 1.0220754660253804, 10.037714285714285, 1.0037714285714285e-07
3, 0.07791855493438744, 2.792645995416564e-05, 1.4513493078797884e-06, 1.0217481148845353, 10.056571428571429, 1.0056571428571428e-07
4, 0.07213697163175141, 3.8874950082846625e-05, 1.4551285798926485e-06, 1.0213526935754693, 10.07542857142857, 1.0075428571428571e-07
5, 0.06633594068652089, 5.105279180271346e-05, 1.459195556553802e-06, 1.020867665349502, 10.094285714285714, 1.0094285714285714e-07
6, 0.06056974462640385, 6.387275527850177e-05, 1.4636319607950914e-06, 1.0202677562715365, 10.113142857142858, 1.0113142857142857e-07
7, 0.054899130328592276, 7.670264732297659e-05, 1.468526406578218e-06, 1.0195206578516927, 10.132, 1.0132e-07
8, 0.04938245204258082, 8.89419342169375e-05, 1.4739771490268694e-06, 1.0185845961863274, 10.150857142857143, 1.0150857142857143e-07
9, 0.044072534005602466, 0.00010006683978362763, 1.4800921915816812e-06, 1.0174057872925526, 10.169714285714285, 1.0169714285714285e-07
10, 0.03901618665521896, 0.00010966108617002334, 1.4869855489808318e-06, 1.0159160411960788, 10.188571428571429, 1.0188571428571428e-07
11, 0.034253762851442195, 0.00011744824470547607, 1.4947695291535228e-06, 1.014030403347784, 10.207428571428572, 1.0207428571428571e-07
12, 0.029818180349434578, 0.00012333287922118412, 1.5035439410859846e-06, 1.0116448831835159, 10.226285714285714, 1.0226285714285714e-07
13, 0.02573410839797555, 0.00012744894116586522, 1.5133833704073432e-06, 1.0086348287974516, 10.245142857142858, 1.0245142857142857e-07
14, 0.02201769330906075, 0.00013020858672130626, 1.524323850824134e-06, 1.004854683535201, 10.264, 1.0264e-07
15, 0.01867672112531728, 0.00013233420092244118, 1.5363515215783628e-06, 1.0001397057501547, 10.282857142857143, 1.0282857142857143e-07
16, 0.015711141101400827, 0.00013485214685813942, 1.5493982274321905e-06, 0.9943103393078108, 10.301714285714286, 1.0301714285714286e-07
17, 0.013113915990785104, 0.00013903296541718593, 1.563350557987499e-06, 0.9871797489643014, 10.320571428571428, 1.0320571428571428e-07
18, 0.0108720623363267, 0.00014625665245329752, 1.578080850457167e-06, 0.9785646745850517, 10.339428571428572, 1.0339428571428571e-07
19, 0.008967693542284508, 0.00015773340509131842, 1.5934850470635774e-06, 0.9682994078405198, 10.358285714285714, 1.0358285714285714e-07
20, 0.007378963855123433, 0.00017411523419021615, 1.6093463101944117e-06, 0.9562521051475239, 10.377142857142857, 1.0377142857142857e-07
21, 0.006080917536109471, 0.0001954290900340823, 1.625189777927252e-06, 0.9423419382071214, 10.396, 1.0396e-07
22, 0.005046286470471334, 0.00022111136417262786, 1.640525777270552e-06, 0.9265550263032164, 10.414857142857143, 1.0414857142857143e-07
23, 0.004246270795658524, 0.00024993220169871103, 1.6549913826474401e-06, 0.9089568062691132, 10.433714285714286, 1.0433714285714286e-07
24, 0.0036513138681723593, 0.00027999216093475403, 1.668351327950096e-06, 0.8896986139786002, 10.452571428571428, 1.0452571428571429e-07
25, 0.003231861002834935, 0.0003088920153320216, 1.6804689158495182e-06, 0.8690168622164306, 10.471428571428572, 1.0471428571428571e-07
26, 0.002959077397744087, 0.0003340687499116589, 1.691286809533176e-06, 0.8472242401411187, 10.490285714285715, 1.0490285714285714e-07
27, 0.0028054956789667638, 0.00035321572642504895, 1.7008161166161007e-06, 0.8246936147584629, 10.509142857142857, 1.0509142857142857e-07
28, 0.002745565762338175, 0.0003646773729262994, 1.7091253338774873e-06, 0.8018364832486333, 10.528, 1.0528e-07
29, 0.002756086545467062, 0.00036771398274823, 1.7163263042996247e-06, 0.7790786247141703, 10.546857142857142, 1.0546857142857143e-07
30, 0.002816507878827956, 0.00036256904478746565, 1.7225583010176558e-06, 0.756835861228566, 10.565714285714286, 1.0565714285714286e-07
31, 0.0029091006311206605, 0.00035033156029789917, 1.7279724738549212e-06, 0.735492547979184, 10.58457142857143, 1.0584571428571427e-07
32, 0.00301900145970116, 0.00033264758639878255, 1.7327185786562388e-06, 0.7153847003044682, 10.603428571428571, 1.0603428571428572e-07
33, 0.003134146457085621, 0.00031137433035495027, 1.7369351337055576e-06, 0.6967887448372677, 10.622285714285715, 1.0622285714285713e-07
34, 0.0032451135598616666, 0.0002882720902589205, 1.7407433504344587e-06, 0.679915975834573, 10.641142857142857, 1.0641142857142857e-07
35, 0.0033448969319428323, 0.0002647976889944002, 1.7442445324259455e-06, 0.6649120777233629, 10.66, 1.0659999999999999e-07
36, 0.0034286372042502057, 0.00024201662141435518, 1.7475201958660909e-06, 0.6518606294913497, 10.678857142857144, 1.0678857142857142e-07
37, 0.003493329661777978, 0.00022061228176485873, 1.7506339699820006e-06, 0.6407893413723634, 10.697714285714286, 1.0697714285714285e-07
38, 0.0035375288551208425, 0.0002009524705350375, 1.7536343762900626e-06, 0.6316778348318305, 10.716571428571429, 1.0716571428571427e-07
39, 0.0035610635582090083, 0.0001831752527819287, 1.7565577903908282e-06, 0.6244659805931283, 10.73542857142857, 1.073542857142857e-07
40, 0.0035647713590476, 0.00016726889288154128, 1.7594311554908152e-06, 0.6190620741978401, 10.754285714285714, 1.0754285714285713e-07
